text,label
Weekly team standup meeting is scheduled for Thursday at 9:00.,0
URGENT: Your Netflix account will be suspended in 37 hours. Click here to verify immediately!,1
New company policy regarding Remote Work has been updated.,0
Thank you for your purchase. Your receipt is attached for order #ORD-2202.,0
FINAL NOTICE: Your Netflix account will be deleted in 38 hours unless you act now.,1
New company policy regarding Benefits has been updated.,0
Holiday schedule for February has been announced.,0
URGENT: Your Google account will be suspended in 9 hours. Click here to verify immediately!,1
Weekly team standup meeting is scheduled for Thursday at 16:00.,0
You have 7 unread secure messages. Login to view them immediately.,1
Thank you for your purchase. Your receipt is attached for order #ORD-1212.,0
You have 8 unread secure messages. Login to view them immediately.,1
"Congratulations! You've won $10,583 in our International Mega Lottery lottery. Claim now before it expires!",1
"Congratulations! You've won $30,099 in our International Mega Lottery lottery. Claim now before it expires!",1
System maintenance is planned for December 5 from 11:00.,0
FINAL NOTICE: Your Netflix account will be deleted in 30 hours unless you act now.,1
"IRS Tax Refund: You are eligible for $39,172 refund. Download form to claim.",1
Training session on Remote Work is scheduled for December 9.,0
URGENT: Your Netflix account will be suspended in 38 hours. Click here to verify immediately!,1
URGENT: Your Google account will be suspended in 31 hours. Click here to verify immediately!,1
Your Facebook payment failed. Update your billing information within 8 hours.,1
Your Facebook payment failed. Update your billing information within 18 hours.,1
System maintenance is planned for December 24 from 15:00.,0
You have 6 unread secure messages. Login to view them immediately.,1
Holiday schedule for February has been announced.,0
System maintenance is planned for December 12 from 16:00.,0
Training session on Remote Work is scheduled for December 27.,0
Weekly team standup meeting is scheduled for Thursday at 15:00.,0
Project Project E deadline has been extended to December 23.,0
Project Project U deadline has been extended to December 22.,0
Weekly team standup meeting is scheduled for Thursday at 15:00.,0
System maintenance is planned for December 16 from 11:00.,0
Training session on Benefits is scheduled for December 13.,0
Meeting scheduled for December 24 at 16:00 in Conference Room Q. Please bring your reports.,0
FINAL NOTICE: Your Netflix account will be deleted in 15 hours unless you act now.,1
URGENT: Your Google account will be suspended in 7 hours. Click here to verify immediately!,1
"WINNER ALERT: You've been selected for $32,807 prize. Claim within 11 hours!",1
Your Google account has been limited due to suspicious activity. Verify your identity now.,1
"Congratulations! You've won $41,527 in our International Mega Lottery lottery. Claim now before it expires!",1
Training session on Benefits is scheduled for December 14.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Weekly team standup meeting is scheduled for Thursday at 16:00.,0
Thank you for your purchase. Your receipt is attached for order #ORD-1062.,0
Your Netflix account has been limited due to suspicious activity. Verify your identity now.,1
New company policy regarding Security has been updated.,0
Holiday schedule for January has been announced.,0
URGENT: Your Netflix account will be suspended in 15 hours. Click here to verify immediately!,1
FINAL NOTICE: Your Netflix account will be deleted in 44 hours unless you act now.,1
Project Project K deadline has been extended to December 25.,0
FINAL NOTICE: Your Netflix account will be deleted in 12 hours unless you act now.,1
Quarterly performance review meetings will be scheduled next month.,0
FINAL NOTICE: Your PayPal account will be deleted in 23 hours unless you act now.,1
System maintenance is planned for December 25 from 13:00.,0
System maintenance is planned for December 26 from 13:00.,0
SECURITY ALERT: Suspicious login detected on your Apple account from Unknown Location.,1
Quarterly performance review meetings will be scheduled next month.,0
Training session on Remote Work is scheduled for December 13.,0
Your Netflix account has been limited due to suspicious activity. Verify your identity now.,1
"WINNER ALERT: You've been selected for $28,384 prize. Claim within 42 hours!",1
Thank you for your purchase. Your receipt is attached for order #ORD-2642.,0
"Congratulations! You've won $9,337 in our International Mega Lottery lottery. Claim now before it expires!",1
Quarterly performance review meetings will be scheduled next month.,0
Holiday schedule for February has been announced.,0
New company policy regarding Remote Work has been updated.,0
URGENT: Your Google account will be suspended in 14 hours. Click here to verify immediately!,1
URGENT: Your Microsoft account will be suspended in 21 hours. Click here to verify immediately!,1
System maintenance is planned for December 3 from 11:00.,0
System maintenance is planned for December 27 from 12:00.,0
"IRS Tax Refund: You are eligible for $41,618 refund. Download form to claim.",1
Your Netflix account has been limited due to suspicious activity. Verify your identity now.,1
Holiday schedule for March has been announced.,0
Holiday schedule for March has been announced.,0
URGENT: Your Microsoft account will be suspended in 35 hours. Click here to verify immediately!,1
Weekly team standup meeting is scheduled for Thursday at 15:00.,0
Project Project O deadline has been extended to December 14.,0
SECURITY ALERT: Suspicious login detected on your Facebook account from China.,1
System maintenance is planned for December 17 from 9:00.,0
New company policy regarding Remote Work has been updated.,0
URGENT: Your Google account will be suspended in 1 hours. Click here to verify immediately!,1
Congratulations! You've won $695 in our International Mega Lottery lottery. Claim now before it expires!,1
Your Amazon payment failed. Update your billing information within 34 hours.,1
SECURITY ALERT: Suspicious login detected on your Amazon account from China.,1
Your Netflix account has been limited due to suspicious activity. Verify your identity now.,1
"Congratulations! You've won $12,255 in our International Mega Lottery lottery. Claim now before it expires!",1
FINAL NOTICE: Your Microsoft account will be deleted in 46 hours unless you act now.,1
You have 3 unread secure messages. Login to view them immediately.,1
"IRS Tax Refund: You are eligible for $31,432 refund. Download form to claim.",1
FINAL NOTICE: Your Netflix account will be deleted in 27 hours unless you act now.,1
URGENT: Your PayPal account will be suspended in 41 hours. Click here to verify immediately!,1
Weekly team standup meeting is scheduled for Thursday at 12:00.,0
Your order #ORD-1121 has been shipped and will arrive within 6 business days.,0
"WINNER ALERT: You've been selected for $6,042 prize. Claim within 13 hours!",1
You have 8 unread secure messages. Login to view them immediately.,1
SECURITY ALERT: Suspicious login detected on your Apple account from Unknown Location.,1
"IRS Tax Refund: You are eligible for $16,555 refund. Download form to claim.",1
Thank you for your purchase. Your receipt is attached for order #ORD-1782.,0
Project Project K deadline has been extended to December 2.,0
"IRS Tax Refund: You are eligible for $22,481 refund. Download form to claim.",1
"WINNER ALERT: You've been selected for $24,521 prize. Claim within 10 hours!",1
New company policy regarding Security has been updated.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Thank you for your purchase. Your receipt is attached for order #ORD-2662.,0
You have 9 unread secure messages. Login to view them immediately.,1
Project Project C deadline has been extended to December 14.,0
